Date,Open,High,Low,Close,Volume,Exchange
2025-06-26,3444.80,3451.40,3415.30,3441.80,2879106,NSE
2025-06-25,3407.30,3450.00,3400.00,3444.80,1757699,NSE
2025-06-24,3434.60,3442.10,3382.00,3390.40,3403048,NSE
2025-06-23,3415.00,3425.00,3370.00,3393.60,3123421,NSE
2025-06-20,3425.00,3446.30,3410.90,3435.70,2351248,NSE
2025-06-19,3450.00,3451.00,3413.00,3424.00,2672768,NSE
2025-06-18,3519.10,3538.00,3443.10,3451.40,2696327,NSE
2025-06-17,3510.00,3520.00,3488.10,3515.30,2111940,NSE
2025-06-16,3440.00,3509.00,3426.20,3496.30,1934088,NSE
2025-06-13,3393.20,3450.50,3393.20,3445.70,2178493,NSE
2025-06-12,3471.90,3474.70,3423.20,3434.20,4060134,NSE
2025-06-11,3470.00,3489.00,3449.10,3471.90,2847013,NSE
2025-06-10,3440.00,3485.80,3423.20,3462.90,2419874,NSE
2025-06-09,3400.00,3434.00,3390.90,3421.90,1718678,NSE
2025-06-06,3371.10,3390.90,3358.70,3384.20,2070390,NSE
2025-06-05,3409.00,3409.00,3363.70,3371.10,3584683,NSE
2025-06-04,3389.00,3394.80,3370.00,3380.90,2544807,NSE
2025-06-03,3446.00,3473.50,3400.50,3405.20,2848125,NSE
2025-06-02,3450.00,3460.00,3418.60,3449.80,1877585,NSE
2025-05-30,3490.00,3506.70,3453.10,3463.40,3404365,NSE
2025-05-29,3504.70,3532.50,3486.50,3498.10,3188072,NSE
2025-05-28,3520.00,3529.00,3493.00,3497.70,1222933,NSE
2025-05-27,3532.00,3540.00,3483.10,3498.70,2467680,NSE
2025-05-26,3521.00,3545.00,3510.10,3537.30,967470,NSE
2025-05-23,3477.00,3535.00,3465.60,3514.60,1274331,NSE
2025-05-22,3495.00,3497.80,3451.30,3477.00,2034383,NSE
2025-05-21,3508.00,3537.00,3498.30,3525.80,1440153,NSE
2025-05-20,3531.80,3558.00,3494.00,3498.30,2038374,NSE
2025-05-19,3550.00,3550.00,3503.70,3518.80,2537377,NSE
2025-05-16,3593.90,3593.90,3546.10,3561.30,1666727,NSE
2025-05-15,3564.00,3600.00,3514.10,3579.90,3548330,NSE
2025-05-14,3521.00,3561.00,3508.60,3548.70,2119499,NSE
2025-05-13,3620.40,3623.00,3510.50,3515.00,3062887,NSE
2025-05-12,3505.00,3630.50,3502.20,3620.40,2228678,NSE
2025-05-09,3399.00,3446.20,3398.10,3440.30,2531757,NSE
2025-05-08,3448.00,3477.00,3428.70,3448.90,2543591,NSE
2025-05-07,3420.60,3459.50,3420.60,3445.10,1477128,NSE
2025-05-06,3460.00,3473.00,3437.00,3460.00,1324763,NSE
2025-05-05,3450.00,3504.50,3446.40,3454.30,1284443,NSE
2025-05-02,3472.00,3491.50,3420.00,3444.70,2115624,NSE
2025-04-30,3472.00,3509.90,3366.00,3453.70,2809332,NSE
2025-04-29,3455.00,3495.00,3430.40,3472.50,1578332,NSE
2025-04-28,3435.00,3457.80,3405.00,3443.50,1593296,NSE
2025-04-25,3420.00,3477.80,3405.00,3448.00,2742991,NSE
2025-04-24,3401.10,3412.50,3387.70,3401.60,2252175,NSE
2025-04-23,3365.00,3420.90,3337.30,3413.00,3543923,NSE
2025-04-22,3322.60,3333.90,3295.00,3314.40,2710498,NSE
2025-04-21,3290.10,3354.00,3284.10,3321.60,2432946,NSE
2025-04-17,3245.50,3303.60,3218.00,3298.90,2932346,NSE
2025-04-16,3248.20,3278.10,3229.00,3273.80,2384391,NSE
2025-04-15,3314.40,3314.40,3238.60,3248.20,3512160,NSE
2025-04-11,3289.55,3298.95,3206.00,3231.50,7108961,NSE
2025-04-09,3260.55,3270.00,3212.05,3246.60,2990265,NSE
2025-04-08,3302.05,3349.00,3255.30,3292.95,5557558,NSE
2025-04-07,3100.00,3291.40,3056.05,3274.05,6623955,NSE
2025-04-04,3362.60,3399.65,3295.50,3299.40,5317367,NSE
2025-04-03,3491.00,3502.00,3396.15,3403.15,4537821,NSE
2025-04-02,3544.00,3564.10,3530.05,3543.95,1764313,NSE
2025-04-01,3572.70,3584.00,3525.00,3550.80,2618493,NSE
2025-03-28,3651.00,3660.95,3591.90,3606.15,2051919,NSE
2025-03-27,3614.85,3663.00,3610.50,3651.20,2528474,NSE
2025-03-26,3647.75,3680.50,3625.85,3635.80,1734499,NSE
2025-03-25,3645.00,3710.00,3638.00,3657.75,3135390,NSE
2025-03-24,3600.00,3649.75,3566.60,3628.95,1834751,NSE
2025-03-21,3475.00,3616.25,3465.00,3578.10,4161925,NSE
2025-03-20,3512.00,3578.95,3512.00,3563.15,2845192,NSE
2025-03-19,3547.00,3547.00,3462.75,3497.10,3051244,NSE
2025-03-18,3502.35,3556.95,3478.45,3552.45,3069109,NSE
2025-03-17,3489.00,3530.45,3477.35,3497.70,2690906,NSE
2025-03-13,3502.30,3524.30,3484.10,3511.05,1693004,NSE
2025-03-12,3565.00,3569.25,3486.85,3506.20,3174167,NSE
2025-03-11,3558.00,3588.75,3537.65,3575.30,1995450,NSE
2025-03-10,3606.50,3622.10,3582.60,3589.65,1004626,NSE
2025-03-07,3600.00,3625.00,3574.40,3611.20,2051315,NSE
2025-03-06,3557.00,3609.45,3536.10,3601.60,2786513,NSE
2025-03-05,3520.85,3600.35,3520.85,3547.05,2501894,NSE
2025-03-04,3474.00,3551.00,3464.30,3532.05,2797737,NSE
2025-03-03,3485.00,3523.25,3476.15,3493.05,4990439,NSE
2025-02-28,3584.95,3600.00,3457.00,3483.25,7085018,NSE
2025-02-27,3611.70,3638.00,3600.70,3612.55,3823856,NSE
2025-02-25,3625.00,3658.00,3621.25,3629.55,4101954,NSE
2025-02-24,3743.15,3763.20,3670.00,3675.60,2508516,NSE
2025-02-21,3776.10,3817.00,3775.00,3786.00,1833931,NSE
2025-02-20,3761.50,3788.00,3751.30,3779.40,2888572,NSE
2025-02-19,3872.20,3874.95,3768.15,3784.10,4366672,NSE
2025-02-18,3898.40,3924.40,3864.50,3873.20,2149879,NSE
2025-02-17,3856.50,3934.00,3856.20,3904.50,1799806,NSE
2025-02-14,3925.00,3948.00,3900.00,3934.85,1681975,NSE
2025-02-13,3968.00,3984.45,3902.25,3910.15,2277310,NSE
2025-02-12,3971.10,4021.75,3940.15,3950.15,1678002,NSE
2025-02-11,4018.40,4040.00,3955.00,3963.55,1810908,NSE
2025-02-10,4040.00,4052.00,4014.35,4036.95,1339511,NSE
2025-02-07,4090.00,4090.00,4008.00,4029.40,1548940,NSE
2025-02-06,4105.40,4139.50,4051.55,4082.75,2284536,NSE
2025-02-05,4150.00,4150.00,4076.00,4091.10,1693912,NSE
2025-02-04,4083.70,4118.85,4066.05,4107.05,2547132,NSE
2025-02-03,4030.90,4077.00,3998.70,4068.65,1265713,NSE
2025-02-01,4113.00,4135.90,4056.00,4073.15,437172,NSE
2025-01-31,4110.00,4128.45,4085.25,4112.40,1492943,NSE
2025-01-30,4099.90,4129.90,4058.50,4100.05,1531251,NSE
2025-01-29,4054.00,4107.85,4054.00,4099.80,1217089,NSE
2025-01-28,4070.80,4102.00,4028.30,4040.30,2468272,NSE
2025-01-27,4102.00,4156.35,4041.05,4065.15,1551782,NSE
2025-01-24,4104.00,4178.00,4104.00,4152.35,1910099,NSE
2025-01-23,4168.00,4191.35,4140.05,4145.45,1822998,NSE
2025-01-22,4050.00,4163.15,4044.20,4156.60,2409223,NSE
2025-01-21,4095.30,4111.00,4030.00,4035.85,1971591,NSE
2025-01-20,4145.80,4145.80,4068.10,4077.80,1287799,NSE
2025-01-17,4159.90,4160.60,4100.05,4124.30,1761466,NSE
2025-01-16,4260.00,4294.00,4191.85,4206.30,2637705,NSE
2025-01-15,4218.00,4256.45,4207.45,4249.60,1653474,NSE
2025-01-14,4302.00,4313.90,4219.05,4233.05,3441709,NSE
2025-01-13,4245.00,4322.95,4227.40,4291.10,4003771,NSE
2025-01-10,4200.00,4297.00,4170.00,4265.65,7894300,NSE
2025-01-09,4101.00,4137.75,4025.30,4038.85,2392472,NSE
2025-01-08,4034.90,4126.00,4017.75,4108.40,2181277,NSE
2025-01-07,4114.95,4140.35,4011.55,4028.30,2669054,NSE
2025-01-06,4105.50,4149.65,4066.40,4095.00,2085593,NSE
2025-01-03,4179.95,4179.95,4092.30,4099.90,1791953,NSE
2025-01-02,4120.00,4183.00,4096.95,4175.75,1720835,NSE
2025-01-01,4094.40,4134.00,4085.45,4112.45,763161,NSE
2024-12-31,4135.00,4139.95,4032.05,4094.80,1555429,NSE
2024-12-30,4151.00,4199.30,4112.00,4158.80,1527169,NSE
2024-12-27,4163.00,4180.95,4147.25,4164.85,858100,NSE
2024-12-26,4179.50,4199.95,4143.15,4169.10,1208464,NSE
2024-12-24,4158.30,4218.00,4158.30,4179.50,1181886,NSE
2024-12-23,4200.05,4217.00,4114.90,4158.30,2195338,NSE
2024-12-20,4329.00,4382.00,4152.50,4170.30,4116989,NSE
2024-12-19,4282.00,4364.00,4262.00,4271.90,3015763,NSE
2024-12-18,4311.70,4362.00,4289.60,4347.85,1575404,NSE
2024-12-17,4410.00,4432.95,4318.00,4328.50,3225027,NSE
2024-12-16,4459.00,4475.00,4397.00,4415.20,1646224,NSE
2024-12-13,4434.95,4494.90,4394.40,4473.90,1967048,NSE
2024-12-12,4430.05,4485.00,4426.00,4454.95,1914642,NSE
2024-12-11,4431.85,4448.65,4407.00,4427.45,1635256,NSE
2024-12-10,4426.15,4493.80,4412.10,4432.55,2087828,NSE
2024-12-09,4430.45,4469.40,4415.55,4452.15,2066639,NSE
2024-12-06,4453.00,4465.00,4412.75,4445.50,1842087,NSE
2024-12-05,4400.80,4489.00,4360.00,4464.05,3746747,NSE
2024-12-04,4313.55,4386.95,4289.05,4354.40,3302642,NSE
2024-12-03,4314.35,4325.00,4265.45,4302.75,2010905,NSE
2024-12-02,4270.00,4288.20,4230.05,4276.65,1670944,NSE
2024-11-29,4220.00,4298.70,4195.65,4270.85,2017425,NSE
2024-11-28,4319.00,4339.95,4233.00,4244.90,2558544,NSE
2024-11-27,4358.95,4377.40,4324.05,4332.55,1558993,NSE
2024-11-26,4321.05,4366.60,4310.00,4352.70,2060669,NSE
2024-11-25,4280.00,4328.10,4252.20,4315.10,4052167,NSE
2024-11-22,4071.00,4254.95,4054.00,4244.60,3096553,NSE
2024-11-21,4044.90,4092.45,4024.00,4072.85,2384347,NSE
2024-11-19,4019.90,4132.15,4014.10,4039.55,1776233,NSE
2024-11-18,4213.00,4213.00,3990.20,4019.50,3313944,NSE
2024-11-14,4135.00,4160.00,4116.45,4145.90,1825432,NSE
2024-11-13,4178.10,4196.75,4131.05,4150.35,1098813,NSE
2024-11-12,4216.00,4218.00,4164.35,4197.40,1587640,NSE
2024-11-11,4128.20,4234.30,4117.65,4198.70,1406487,NSE
2024-11-08,4155.00,4169.75,4117.65,4147.00,1648039,NSE
2024-11-07,4169.70,4205.80,4085.05,4150.90,3724349,NSE
2024-11-06,4003.60,4149.80,3975.25,4139.65,3792017,NSE
2024-11-05,3941.10,3986.00,3941.10,3971.35,967590,NSE
2024-11-04,3966.30,3991.90,3913.25,3964.15,2269192,NSE
2024-11-01,3989.85,3998.95,3976.05,3984.20,154895,NSE
2024-10-31,4070.00,4078.30,3960.00,3968.45,3740372,NSE
2024-10-30,4075.00,4107.00,4060.05,4084.65,1935002,NSE
2024-10-29,4095.85,4103.50,4060.10,4075.25,1445885,NSE
2024-10-28,4068.95,4134.00,4051.00,4090.85,1532534,NSE
2024-10-25,4057.05,4092.00,4032.70,4057.55,1759676,NSE
2024-10-24,4004.00,4079.00,4004.00,4047.90,2676744,NSE
2024-10-23,3999.60,4113.55,3995.15,4066.25,1966476,NSE
2024-10-22,4066.00,4089.80,4006.35,4015.50,1928049,NSE
2024-10-21,4132.60,4139.95,4070.00,4079.85,1595450,NSE
2024-10-18,4090.00,4146.15,4080.00,4123.05,2361000,NSE
2024-10-17,4112.80,4129.95,4092.95,4109.00,2522659,NSE
2024-10-16,4085.00,4115.00,4067.20,4094.95,2359151,NSE
2024-10-15,4131.05,4169.95,4095.00,4116.80,2759474,NSE
2024-10-14,4140.00,4165.40,4122.20,4136.65,2137590,NSE
2024-10-11,4143.00,4241.95,4112.45,4149.20,5759183,NSE
2024-10-10,4253.25,4293.85,4198.60,4227.40,2378875,NSE
2024-10-09,4260.00,4295.00,4246.70,4252.95,1082504,NSE
2024-10-08,4272.60,4279.40,4203.95,4253.25,1541867,NSE
2024-10-07,4273.90,4297.25,4229.40,4272.85,1472619,NSE
2024-10-04,4225.00,4298.00,4224.05,4252.25,2965463,NSE
2024-10-03,4262.60,4279.00,4210.00,4232.75,3350119,NSE
2024-10-01,4255.55,4295.75,4242.95,4287.90,1823365,NSE
2024-09-30,4286.90,4298.75,4260.05,4268.50,2503416,NSE
2024-09-27,4335.00,4378.00,4300.05,4308.70,3012477,NSE
2024-09-26,4260.00,4316.80,4260.00,4292.50,3964251,NSE
2024-09-25,4252.35,4289.60,4240.00,4274.75,2713073,NSE
2024-09-24,4251.65,4291.00,4240.00,4271.30,3012026,NSE
2024-09-23,4300.00,4309.40,4253.00,4268.50,1702319,NSE
2024-09-20,4316.90,4330.70,4227.50,4284.90,5447908,NSE
2024-09-19,4390.05,4422.20,4281.80,4296.15,2927551,NSE
2024-09-18,4497.05,4497.05,4321.00,4346.15,2961779,NSE
2024-09-17,4513.25,4535.80,4466.00,4505.65,1699364,NSE
2024-09-16,4527.00,4546.05,4494.45,4513.25,1155120,NSE
2024-09-13,4530.00,4547.00,4505.00,4522.60,1458786,NSE
2024-09-12,4510.25,4532.60,4431.30,4517.70,2742216,NSE
2024-09-11,4521.45,4549.35,4471.25,4479.35,1325919,NSE
2024-09-10,4442.45,4539.95,4440.45,4507.85,1385591,NSE
2024-09-09,4455.00,4490.25,4430.50,4449.55,1184938,NSE
2024-09-06,4473.95,4518.95,4440.00,4456.75,1649179,NSE
2024-09-05,4481.00,4499.00,4454.15,4475.95,1688793,NSE
2024-09-04,4476.95,4487.00,4436.70,4479.25,1265505,NSE
2024-09-03,4521.05,4555.90,4495.90,4512.35,1717263,NSE
2024-09-02,4576.00,4588.00,4512.00,4521.05,1216500,NSE
2024-08-30,4500.00,4592.25,4487.80,4553.75,3637222,NSE
2024-08-29,4460.00,4556.00,4460.00,4511.80,2133641,NSE
2024-08-28,4498.75,4562.50,4457.30,4506.05,1848058,NSE
2024-08-27,4505.00,4510.00,4486.80,4497.15,930697,NSE
2024-08-26,4489.00,4552.15,4485.00,4502.45,1844164,NSE
2024-08-23,4500.00,4506.00,4455.00,4463.90,1809253,NSE
2024-08-22,4560.00,4560.95,4497.20,4502.00,1829872,NSE
2024-08-21,4518.00,4560.00,4492.55,4551.50,1896990,NSE
2024-08-20,4505.00,4565.00,4500.00,4523.30,2212298,NSE
2024-08-19,4421.00,4494.25,4390.35,4490.00,2055210,NSE
2024-08-16,4350.00,4427.00,4325.10,4416.05,3457058,NSE
2024-08-14,4209.00,4306.20,4188.15,4295.25,3226545,NSE
2024-08-13,4213.00,4234.00,4183.00,4196.95,1495593,NSE
2024-08-12,4230.00,4239.00,4186.35,4195.65,936912,NSE
2024-08-09,4217.00,4253.65,4205.55,4228.75,1302536,NSE
2024-08-08,4181.00,4232.00,4160.00,4172.55,2441283,NSE
2024-08-07,4228.00,4244.95,4180.30,4200.45,1237666,NSE
2024-08-06,4170.95,4258.25,4160.80,4171.20,2203067,NSE
2024-08-05,4239.00,4239.00,4110.50,4155.05,2787771,NSE
2024-08-02,4365.00,4398.00,4270.00,4283.05,2811282,NSE
2024-08-01,4399.40,4419.30,4365.05,4397.10,2202244,NSE
2024-07-31,4350.00,4414.00,4345.00,4385.35,2330091,NSE
2024-07-30,4391.10,4398.00,4327.30,4365.35,1797906,NSE
2024-07-29,4415.00,4431.00,4371.00,4381.10,1746803,NSE
2024-07-26,4350.00,4422.45,4337.05,4387.85,3552210,NSE
2024-07-25,4295.00,4343.00,4274.20,4322.50,2810342,NSE
2024-07-24,4287.50,4339.10,4268.10,4306.25,1809793,NSE
2024-07-23,4283.00,4361.70,4266.30,4302.35,2365208,NSE
2024-07-22,4299.95,4319.95,4265.00,4287.35,1896386,NSE
2024-07-19,4317.40,4358.75,4285.25,4302.40,3903354,NSE
2024-07-18,4160.00,4325.00,4160.00,4315.55,5613364,NSE
2024-07-16,4172.00,4194.55,4144.90,4178.45,2029521,NSE
2024-07-15,4235.70,4240.00,4157.05,4169.20,4848030,NSE
2024-07-12,3980.00,4199.95,3971.30,4183.95,13509164,NSE
2024-07-11,3931.00,3980.00,3895.60,3923.70,4872189,NSE
2024-07-10,3983.70,4003.30,3902.00,3909.15,2669716,NSE
2024-07-09,3985.00,4006.95,3975.10,3985.50,1305801,NSE
2024-07-08,4022.00,4031.25,3978.05,3993.20,1758882,NSE
2024-07-05,4010.00,4026.75,3988.00,4011.80,1668616,NSE
2024-07-04,3999.85,4047.35,3982.10,4020.95,2518001,NSE
2024-07-03,4020.00,4026.10,3955.00,3965.25,1821198,NSE
2024-07-02,3993.60,4023.40,3982.55,4017.40,2307449,NSE
2024-07-01,3884.00,4001.70,3884.00,3978.20,2658723,NSE
2024-06-28,3917.80,3960.00,3897.85,3904.15,2731571,NSE
2024-06-27,3831.00,3942.00,3818.10,3934.15,4526556,NSE
2024-06-26,3844.50,3866.95,3841.00,3855.85,1639845,NSE
2024-06-25,3817.00,3847.65,3792.90,3838.45,1338808,NSE
2024-06-24,3808.75,3857.00,3791.30,3816.80,1702154,NSE
2024-06-21,3827.00,3877.80,3798.05,3810.75,4642195,NSE
2024-06-20,3796.00,3809.95,3780.05,3787.25,2846526,NSE
2024-06-19,3827.65,3833.85,3792.95,3801.70,1509050,NSE
2024-06-18,3826.05,3842.00,3795.05,3815.10,1774045,NSE
2024-06-14,3889.00,3889.00,3828.00,3832.05,1860730,NSE
2024-06-13,3856.80,3890.00,3852.00,3878.15,1932323,NSE
2024-06-12,3874.40,3893.50,3827.45,3831.65,2177001,NSE
2024-06-11,3845.00,3879.95,3841.00,3852.10,1419898,NSE
2024-06-10,3895.00,3905.90,3841.90,3858.70,1734661,NSE
2024-06-07,3837.30,3915.00,3837.30,3893.95,4552445,NSE
2024-06-06,3781.00,3839.90,3741.50,3830.40,4328036,NSE
2024-06-05,3716.00,3783.80,3700.00,3746.45,2799670,NSE
2024-06-04,3700.00,3745.00,3591.50,3715.00,3395997,NSE
2024-06-03,3732.80,3751.55,3696.00,3702.85,2156773,NSE
2024-05-31,3740.00,3749.80,3653.75,3670.95,10956800,NSE
2024-05-30,3777.00,3794.40,3715.45,3736.10,2919230,NSE
2024-05-29,3848.90,3848.90,3800.00,3803.65,1568095,NSE
2024-05-28,3858.00,3870.00,3830.00,3839.90,1801993,NSE
2024-05-27,3855.00,3908.35,3841.35,3847.05,1841538,NSE
2024-05-24,3878.25,3883.80,3844.30,3849.50,1309452,NSE
2024-05-23,3840.95,3905.00,3825.50,3893.45,2095742,NSE
2024-05-22,3835.00,3841.25,3817.55,3832.00,1311168,NSE
2024-05-21,3830.60,3844.75,3810.05,3820.20,1908117,NSE
2024-05-18,3847.00,3861.90,3840.00,3851.45,91066,NSE
2024-05-17,3919.00,3920.00,3830.00,3834.10,2765804,NSE
2024-05-16,3891.10,3909.50,3843.50,3900.95,2599399,NSE
2024-05-15,3904.50,3926.95,3875.50,3880.40,1115021,NSE
2024-05-14,3936.00,3945.80,3892.90,3901.20,1058317,NSE
2024-05-13,3884.50,3955.00,3870.00,3947.80,931326,NSE
2024-05-10,3962.60,3973.60,3885.05,3893.90,1672489,NSE
2024-05-09,3962.00,3971.00,3910.05,3960.20,1726486,NSE
2024-05-08,3961.00,3984.30,3938.60,3976.95,1247685,NSE
2024-05-07,3930.80,3988.00,3913.50,3978.95,2062112,NSE
2024-05-06,3853.00,3939.95,3853.00,3921.05,2053831,NSE
2024-05-03,3890.15,3893.60,3797.60,3843.40,2962234,NSE
2024-05-02,3778.05,3871.10,3778.05,3863.30,2491044,NSE
2024-04-30,3872.00,3881.75,3810.00,3820.65,2203078,NSE
2024-04-29,3838.00,3877.80,3819.20,3870.20,1110693,NSE
2024-04-26,3855.15,3876.80,3802.55,3821.35,2039178,NSE
2024-04-25,3811.20,3873.65,3811.00,3852.20,2856271,NSE
2024-04-24,3890.00,3898.00,3824.45,3831.05,1317312,NSE
2024-04-23,3877.05,3895.00,3860.60,3874.70,1807586,NSE
2024-04-22,3837.00,3878.00,3812.00,3864.60,1728883,NSE
2024-04-19,3838.00,3852.55,3800.90,3826.20,2957749,NSE
2024-04-18,3876.80,3936.00,3850.00,3862.00,3476284,NSE
2024-04-16,3902.00,3928.70,3862.85,3872.80,3051420,NSE
2024-04-15,4001.40,4064.20,3919.05,3941.20,4200329,NSE
2024-04-12,3971.00,4013.35,3945.50,4001.40,4354821,NSE
2024-04-10,3956.40,3990.20,3918.00,3984.65,2101965,NSE
2024-04-09,3984.00,4015.85,3925.05,3946.55,1876992,NSE
2024-04-08,3983.00,4032.65,3960.00,3972.55,2302538,NSE
2024-04-05,3978.00,4002.00,3960.50,3979.25,1636819,NSE
2024-04-04,3975.90,4028.65,3935.25,4003.30,3394637,NSE
2024-04-03,3851.00,3981.00,3851.00,3947.30,3973090,NSE
2024-04-02,3890.00,3909.85,3873.00,3883.80,2142666,NSE
2024-04-01,3897.70,3933.30,3888.05,3916.75,1569676,NSE
2024-03-28,3850.10,3915.00,3840.50,3876.30,4311783,NSE
2024-03-27,3888.50,3895.00,3829.40,3840.90,1968575,NSE
2024-03-26,3875.00,3946.70,3871.45,3877.50,3440925,NSE
2024-03-22,3897.00,3938.00,3855.00,3910.90,5852485,NSE
2024-03-21,3990.05,4008.40,3948.00,3972.95,3829582,NSE
2024-03-20,3986.00,4018.00,3960.20,3970.90,1817913,NSE
2024-03-19,4051.25,4058.00,3966.60,3977.30,8931209,NSE
2024-03-18,4215.25,4254.75,4117.85,4152.50,1526904,NSE
2024-03-15,4192.60,4239.00,4177.00,4219.25,3373143,NSE
2024-03-14,4153.45,4225.00,4086.00,4207.60,2919608,NSE
2024-03-13,4205.00,4241.00,4131.90,4149.00,2837260,NSE
2024-03-12,4122.35,4229.95,4121.05,4192.25,4039801,NSE
2024-03-11,4089.00,4153.00,4089.00,4122.35,2304068,NSE
2024-03-07,4065.00,4124.00,4037.70,4108.60,2688905,NSE
2024-03-06,3994.05,4072.00,3958.45,4064.30,1744204,NSE
2024-03-05,4062.00,4064.00,3980.00,4012.10,2070859,NSE
2024-03-04,4105.00,4117.90,4075.90,4080.70,1749271,NSE
2024-03-02,4112.70,4129.50,4090.15,4107.10,65057,NSE
2024-03-01,4107.20,4140.00,4086.80,4094.35,2043265,NSE
2024-02-29,4099.00,4138.10,4064.55,4095.10,3772719,NSE
2024-02-28,4095.60,4154.90,4089.00,4118.95,1939225,NSE
2024-02-27,3999.00,4124.00,3999.00,4104.40,2960475,NSE
2024-02-26,4036.00,4050.00,3982.75,4001.05,1379284,NSE
2024-02-23,4130.00,4130.00,4046.40,4052.10,2538072,NSE
2024-02-22,3971.00,4094.95,3971.00,4087.10,2982052,NSE
2024-02-21,4013.00,4063.35,3980.60,3991.50,1885939,NSE
2024-02-20,4082.10,4098.00,4010.00,4030.65,1193648,NSE
2024-02-19,4123.05,4128.30,4055.00,4103.80,772291,NSE
2024-02-16,4113.25,4147.95,4100.10,4128.30,1307556,NSE
2024-02-15,4128.00,4146.30,4083.00,4103.20,1091582,NSE
2024-02-14,4107.00,4114.90,4049.50,4100.10,1391283,NSE
2024-02-13,4125.45,4170.00,4081.50,4149.50,1257415,NSE
2024-02-12,4130.00,4159.60,4105.55,4120.70,1013716,NSE
2024-02-09,4136.55,4184.75,4100.00,4133.70,2100596,NSE
2024-02-08,4090.00,4158.00,4086.05,4134.10,2345173,NSE
2024-02-07,4153.00,4155.00,4073.95,4083.40,2124267,NSE
2024-02-06,3997.00,4149.90,3990.00,4136.00,4474396,NSE
2024-02-05,3983.00,4022.00,3962.10,3973.30,1691523,NSE
2024-02-02,3875.05,3984.40,3872.00,3966.30,2826510,NSE
2024-02-01,3820.00,3904.90,3805.05,3854.15,2363107,NSE
2024-01-31,3811.20,3834.00,3796.45,3815.95,2459358,NSE
2024-01-30,3807.45,3847.80,3787.00,3800.55,1411621,NSE
2024-01-29,3800.80,3820.00,3780.85,3801.00,1646747,NSE
2024-01-25,3839.90,3861.00,3778.70,3810.30,2205154,NSE
2024-01-24,3880.00,3883.65,3805.60,3841.80,2657709,NSE
2024-01-23,3900.00,3933.90,3842.75,3858.25,2618854,NSE
2024-01-20,3948.00,3955.65,3855.55,3860.65,516477,NSE
2024-01-19,3945.00,3963.55,3915.05,3943.05,2941975,NSE
2024-01-18,3898.00,3908.80,3862.00,3902.60,2239110,NSE
2024-01-17,3819.00,3909.95,3812.55,3884.60,3458696,NSE
2024-01-16,3899.00,3899.00,3855.55,3861.30,1432672,NSE
2024-01-15,3960.00,3965.00,3885.00,3903.80,2801505,NSE
2024-01-12,3848.00,3905.25,3821.60,3882.80,6813450,NSE
2024-01-11,3724.00,3773.00,3707.00,3735.55,1777909,NSE
2024-01-10,3690.00,3729.25,3688.00,3713.05,1292227,NSE
2024-01-09,3709.95,3752.35,3682.75,3689.90,1370944,NSE
2024-01-08,3737.90,3739.75,3672.40,3678.30,1067805,NSE
2024-01-05,3675.00,3747.75,3674.85,3737.90,1963127,NSE
2024-01-04,3701.75,3719.00,3651.00,3666.80,3598144,NSE
2024-01-03,3767.00,3771.85,3687.05,3691.75,1803075,NSE
2024-01-02,3811.10,3811.10,3767.25,3783.20,1344068,NSE
2024-01-01,3790.00,3832.00,3773.00,3811.10,825907,NSE
2023-12-29,3792.00,3822.60,3765.40,3793.40,1574996,NSE
2023-12-28,3824.00,3838.00,3792.10,3799.90,1682889,NSE
2023-12-27,3799.00,3818.20,3768.00,3811.20,1293976,NSE
2023-12-26,3819.85,3834.00,3790.15,3795.55,1285231,NSE
2023-12-22,3800.00,3845.95,3762.00,3824.00,2413058,NSE
2023-12-21,3756.25,3806.70,3743.35,3787.50,1517562,NSE
2023-12-20,3827.25,3898.80,3766.55,3780.05,2586083,NSE
2023-12-19,3845.00,3855.10,3790.00,3816.20,2004435,NSE
2023-12-18,3858.10,3929.00,3830.15,3859.20,2521612,NSE
2023-12-15,3666.70,3895.95,3666.70,3861.00,8531230,NSE
2023-12-14,3630.00,3678.00,3627.60,3667.25,3290396,NSE
2023-12-13,3643.55,3650.00,3563.00,3593.55,3850968,NSE
2023-12-12,3638.95,3698.40,3631.00,3672.10,2236866,NSE
2023-12-11,3622.90,3653.00,3615.00,3642.90,1102503,NSE
2023-12-08,3633.00,3645.00,3602.05,3626.70,1641155,NSE
2023-12-07,3605.00,3630.55,3591.70,3614.90,1967653,NSE
2023-12-06,3532.60,3612.85,3525.15,3604.10,1896572,NSE
2023-12-05,3538.00,3538.00,3502.80,3531.60,1377656,NSE
2023-12-04,3544.65,3547.80,3498.00,3512.45,1625213,NSE
2023-12-01,3500.00,3516.95,3490.05,3511.65,1172141,NSE
2023-11-30,3499.45,3516.65,3481.00,3487.60,3266235,NSE
2023-11-29,3481.00,3518.00,3475.80,3513.75,1441634,NSE
2023-11-28,3457.10,3481.25,3433.00,3470.15,1689195,NSE
2023-11-24,3494.25,3504.55,3453.00,3457.10,1989733,NSE
2023-11-23,3530.00,3544.00,3500.00,3508.25,2729804,NSE
2023-11-22,3500.00,3532.65,3481.10,3530.15,1798051,NSE
2023-11-21,3519.60,3539.05,3501.00,3510.20,1807236,NSE
2023-11-20,3491.25,3533.90,3491.25,3519.60,1475621,NSE
2023-11-17,3497.85,3524.50,3492.55,3502.45,2021292,NSE
